Percentiles,ServerCount
72.0,53.0
72.1,53.0
72.2,53.0
72.3,53.0
72.4,54.0
72.5,54.0
72.6,54.0
72.7,54.0
72.8,54.0
72.9,54.0
73.0,54.0
73.1,54.0
73.2,54.0
73.3,55.0
73.4,55.0
73.5,55.0
73.6,55.0
73.7,55.0
73.8,55.0
73.9,55.0
74.0,55.0
74.1,55.0
74.2,55.0
74.3,55.0
74.4,55.0
74.5,55.0
74.6,55.0
74.7,56.0
74.8,56.0
74.9,56.0
75.0,56.0
75.1,56.0
75.2,56.0
75.3,56.0
75.4,56.0
75.5,56.0
75.6,56.0
75.7,56.0
75.8,56.0
75.9,57.0
76.0,57.0
76.1,57.0
76.2,57.0
76.3,57.0
76.4,57.0
76.5,57.0
76.6,57.0
76.7,57.0
76.8,57.0
76.9,57.0
77.0,58.0
77.1,58.0
77.2,58.0
77.3,58.0
77.4,58.0
77.5,58.0
77.6,58.0
77.7,58.0
77.8,58.0
77.9,58.0
78.0,58.0
78.1,58.0
78.2,59.0
78.3,59.0
78.4,59.0
78.5,59.0
78.6,59.0
78.7,59.0
78.8,59.0
78.9,59.0
79.0,60.0
79.1,60.0
79.2,60.0
79.3,60.0
79.4,60.0
79.5,60.0
79.6,60.0
79.7,60.0
79.8,60.0
79.9,60.0
80.0,60.0
80.1,60.0
80.2,60.0
80.3,61.0
80.4,61.0
80.5,61.0
80.6,61.0
80.7,61.0
80.8,61.0
80.9,61.0
81.0,61.0
81.1,62.0
81.2,62.0
81.3,62.0
81.4,62.0
81.5,62.0
81.6,62.0
81.7,62.0
81.8,62.0
81.9,62.0
82.0,62.0
82.1,63.0
82.2,63.0
82.3,63.0
82.4,63.0
82.5,63.0
82.6,63.0
82.7,63.0
82.8,63.0
82.9,63.0
83.0,63.0
83.1,64.0
83.2,64.0
83.3,64.0
83.4,64.0
83.5,64.0
83.6,64.0
83.7,64.0
83.8,64.0
83.9,64.0
84.0,65.0
84.1,65.0
84.2,65.0
84.3,65.0
84.4,65.0
84.5,65.0
84.6,65.0
84.7,65.0
84.8,65.0
84.9,65.0
85.0,66.0
85.1,66.0
85.2,66.0
85.3,66.0
85.4,66.0
85.5,66.0
85.6,66.0
85.7,66.0
85.8,67.0
85.9,67.0
86.0,67.0
86.1,67.0
86.2,67.0
86.3,67.0
86.4,67.0
86.5,67.0
86.6,67.0
86.7,68.0
86.8,68.0
86.9,68.0
87.0,68.0
87.1,68.0
87.2,68.0
87.3,69.0
87.4,69.0
87.5,69.0
87.6,69.0
87.7,69.0
87.8,70.0
87.9,70.0
88.0,70.0
88.1,70.0
88.2,70.0
88.3,70.0
88.4,71.0
88.5,71.0
88.6,71.0
88.7,71.0
88.8,71.0
88.9,71.0
89.0,71.0
89.1,72.0
89.2,72.0
89.3,72.0
89.4,72.0
89.5,72.0
89.6,72.0
89.7,72.0
89.8,73.0
89.9,73.0
90.0,73.0
90.1,73.0
90.2,73.0
90.3,73.0
90.4,74.0
90.5,74.0
90.6,74.0
90.7,74.0
90.8,74.0
90.9,75.0
91.0,75.0
91.1,75.0
91.2,75.0
91.3,76.0
91.4,76.0
91.5,76.0
91.6,76.0
91.7,76.0
91.8,76.0
91.9,77.0
92.0,77.0
92.1,77.0
92.2,77.0
92.3,77.0
92.4,78.0
92.5,78.0
92.6,78.0
92.7,79.0
92.8,80.0
92.9,80.0
93.0,80.0
93.1,81.0
93.2,81.0
93.3,81.0
93.4,82.0
93.5,82.0
93.6,82.0
93.7,82.0
93.8,83.0
93.9,83.0
94.0,83.0
94.1,83.0
94.2,84.0
94.3,84.0
94.4,84.0
94.5,84.0
94.6,84.0
94.7,85.0
94.8,85.0
94.9,85.0
95.0,85.0
95.1,85.0
95.2,86.0
95.3,86.0
95.4,87.0
95.5,87.0
95.6,88.0
95.7,89.0
95.8,89.0
95.9,90.0
96.0,90.0
96.1,90.0
96.2,91.0
96.3,91.0
96.4,92.0
96.5,92.0
96.6,93.0
96.7,94.0
96.8,94.0
96.9,95.0
97.0,95.0
97.1,96.0
97.2,96.0
97.3,98.0
97.4,100.0
97.5,101.0
97.6,102.0
97.7,103.0
97.8,104.0
97.9,106.0
98.0,106.0
98.1,107.0
98.2,108.0
98.3,109.0
98.4,111.0
98.5,111.0
98.6,112.0
98.7,113.0
98.8,115.0
98.9,116.0
99.0,117.0
99.1,119.0
99.2,121.0
99.3,124.0
99.4,124.0
99.5,130.0
99.6,134.0
99.7,144.0
99.8,150.0
99.9,166.0
