Percentiles,ServerCount
72.0,63.0
72.1,63.0
72.2,63.0
72.3,63.0
72.4,63.0
72.5,63.0
72.6,63.0
72.7,63.0
72.8,63.0
72.9,63.0
73.0,63.0
73.1,63.0
73.2,63.0
73.3,63.0
73.4,63.0
73.5,63.0
73.6,64.0
73.7,64.0
73.8,64.0
73.9,64.0
74.0,64.0
74.1,64.0
74.2,64.0
74.3,64.0
74.4,64.0
74.5,64.0
74.6,65.0
74.7,65.0
74.8,65.0
74.9,65.0
75.0,65.0
75.1,65.0
75.2,65.0
75.3,65.0
75.4,65.0
75.5,65.0
75.6,65.0
75.7,65.0
75.8,65.0
75.9,66.0
76.0,66.0
76.1,66.0
76.2,66.0
76.3,66.0
76.4,66.0
76.5,66.0
76.6,66.0
76.7,66.0
76.8,66.0
76.9,66.0
77.0,67.0
77.1,67.0
77.2,67.0
77.3,67.0
77.4,67.0
77.5,67.0
77.6,67.0
77.7,67.0
77.8,67.0
77.9,68.0
78.0,68.0
78.1,68.0
78.2,68.0
78.3,68.0
78.4,68.0
78.5,68.0
78.6,68.0
78.7,69.0
78.8,69.0
78.9,69.0
79.0,69.0
79.1,69.0
79.2,69.0
79.3,69.0
79.4,69.0
79.5,69.0
79.6,69.0
79.7,69.0
79.8,70.0
79.9,70.0
80.0,70.0
80.1,70.0
80.2,70.0
80.3,70.0
80.4,70.0
80.5,71.0
80.6,71.0
80.7,71.0
80.8,71.0
80.9,71.0
81.0,71.0
81.1,72.0
81.2,72.0
81.3,72.0
81.4,72.0
81.5,72.0
81.6,72.0
81.7,72.0
81.8,72.0
81.9,73.0
82.0,73.0
82.1,73.0
82.2,73.0
82.3,73.0
82.4,73.0
82.5,74.0
82.6,74.0
82.7,74.0
82.8,74.0
82.9,74.0
83.0,75.0
83.1,75.0
83.2,75.0
83.3,75.0
83.4,75.0
83.5,76.0
83.6,76.0
83.7,76.0
83.8,76.0
83.9,76.0
84.0,76.0
84.1,76.0
84.2,76.0
84.3,77.0
84.4,77.0
84.5,77.0
84.6,77.0
84.7,77.0
84.8,78.0
84.9,78.0
85.0,78.0
85.1,78.0
85.2,78.0
85.3,78.0
85.4,78.0
85.5,78.0
85.6,79.0
85.7,79.0
85.8,79.0
85.9,79.0
86.0,79.0
86.1,79.0
86.2,79.0
86.3,79.0
86.4,80.0
86.5,80.0
86.6,80.0
86.7,80.0
86.8,80.0
86.9,81.0
87.0,81.0
87.1,81.0
87.2,81.0
87.3,81.0
87.4,82.0
87.5,82.0
87.6,82.0
87.7,82.0
87.8,83.0
87.9,83.0
88.0,83.0
88.1,83.0
88.2,83.0
88.3,83.0
88.4,83.0
88.5,84.0
88.6,84.0
88.7,84.0
88.8,84.0
88.9,85.0
89.0,85.0
89.1,86.0
89.2,86.0
89.3,86.0
89.4,86.0
89.5,87.0
89.6,87.0
89.7,87.0
89.8,87.0
89.9,87.0
90.0,87.0
90.1,88.0
90.2,88.0
90.3,88.0
90.4,89.0
90.5,89.0
90.6,89.0
90.7,89.0
90.8,89.0
90.9,90.0
91.0,90.0
91.1,90.0
91.2,90.0
91.3,91.0
91.4,91.0
91.5,91.0
91.6,91.0
91.7,91.0
91.8,91.0
91.9,91.0
92.0,92.0
92.1,92.0
92.2,92.0
92.3,92.0
92.4,93.0
92.5,93.0
92.6,93.0
92.7,94.0
92.8,94.0
92.9,94.0
93.0,94.0
93.1,95.0
93.2,95.0
93.3,96.0
93.4,96.0
93.5,96.0
93.6,96.0
93.7,97.0
93.8,97.0
93.9,97.0
94.0,97.0
94.1,98.0
94.2,98.0
94.3,98.0
94.4,99.0
94.5,99.0
94.6,99.0
94.7,100.0
94.8,100.0
94.9,100.0
95.0,101.0
95.1,101.0
95.2,102.0
95.3,102.0
95.4,103.0
95.5,103.0
95.6,103.0
95.7,104.0
95.8,105.0
95.9,105.0
96.0,106.0
96.1,106.0
96.2,106.0
96.3,107.0
96.4,107.0
96.5,108.0
96.6,109.0
96.7,109.0
96.8,109.0
96.9,109.0
97.0,110.0
97.1,110.0
97.2,111.0
97.3,111.0
97.4,112.0
97.5,112.0
97.6,112.0
97.7,113.0
97.8,114.0
97.9,115.0
98.0,116.0
98.1,116.0
98.2,117.0
98.3,118.0
98.4,119.0
98.5,119.0
98.6,120.0
98.7,121.0
98.8,122.0
98.9,122.0
99.0,124.0
99.1,127.0
99.2,130.0
99.3,131.0
99.4,133.0
99.5,138.0
99.6,149.0
99.7,157.0
99.8,158.0
99.9,160.0
