Percentiles,Home Page,Search Page,Simple Form 1,Simple Form 2
14.3,319.0,315.0,730.0,1365.0
14.4,319.0,315.0,730.0,1365.0
14.5,319.0,315.0,730.0,1365.0
14.6,319.0,315.0,730.0,1404.0
14.7,319.0,315.0,730.0,1404.0
14.8,319.0,315.0,730.0,1404.0
14.9,319.0,315.0,740.0,1404.0
15.0,319.0,315.0,740.0,1404.0
15.1,319.0,315.0,740.0,1404.0
15.2,319.0,315.0,740.0,1404.0
15.3,319.0,315.0,740.0,1404.0
15.4,332.0,315.0,740.0,1404.0
15.5,332.0,315.0,740.0,1404.0
15.6,332.0,315.0,740.0,1404.0
15.7,332.0,315.0,740.0,1404.0
15.8,332.0,315.0,740.0,1404.0
15.9,332.0,318.0,740.0,1404.0
16.0,332.0,318.0,740.0,1404.0
16.1,332.0,318.0,740.0,1404.0
16.2,332.0,318.0,740.0,1584.0
16.3,332.0,318.0,740.0,1584.0
16.4,332.0,318.0,740.0,1584.0
16.5,332.0,318.0,740.0,1584.0
16.6,332.0,318.0,740.0,1584.0
16.7,332.0,318.0,861.0,1584.0
16.8,332.0,318.0,861.0,1584.0
16.9,332.0,318.0,861.0,1584.0
17.0,336.0,318.0,861.0,1584.0
17.1,336.0,318.0,861.0,1584.0
17.2,336.0,318.0,861.0,1584.0
17.3,336.0,318.0,861.0,1584.0
17.4,336.0,318.0,861.0,1584.0
17.5,336.0,323.0,861.0,1584.0
17.6,336.0,323.0,861.0,1584.0
17.7,336.0,323.0,861.0,1584.0
17.8,336.0,323.0,861.0,1595.0
17.9,336.0,323.0,861.0,1595.0
18.0,336.0,323.0,861.0,1595.0
18.1,336.0,323.0,861.0,1595.0
18.2,336.0,323.0,861.0,1595.0
18.3,336.0,323.0,861.0,1595.0
18.4,336.0,323.0,861.0,1595.0
18.5,359.0,323.0,861.0,1595.0
18.6,359.0,323.0,886.0,1595.0
18.7,359.0,323.0,886.0,1595.0
18.8,359.0,323.0,886.0,1595.0
18.9,359.0,323.0,886.0,1595.0
19.0,359.0,323.0,886.0,1595.0
19.1,359.0,350.0,886.0,1595.0
19.2,359.0,350.0,886.0,1595.0
19.3,359.0,350.0,886.0,1595.0
19.4,359.0,350.0,886.0,1721.0
19.5,359.0,350.0,886.0,1721.0
19.6,359.0,350.0,886.0,1721.0
19.7,359.0,350.0,886.0,1721.0
19.8,359.0,350.0,886.0,1721.0
19.9,359.0,350.0,886.0,1721.0
20.0,359.0,350.0,886.0,1721.0
20.1,395.0,350.0,886.0,1721.0
20.2,395.0,350.0,886.0,1721.0
20.3,395.0,350.0,886.0,1721.0
20.4,395.0,350.0,944.0,1721.0
20.5,395.0,350.0,944.0,1721.0
20.6,395.0,350.0,944.0,1721.0
20.7,395.0,362.0,944.0,1721.0
20.8,395.0,362.0,944.0,1721.0
20.9,395.0,362.0,944.0,1721.0
21.0,395.0,362.0,944.0,2038.0
21.1,395.0,362.0,944.0,2038.0
21.2,395.0,362.0,944.0,2038.0
21.3,395.0,362.0,944.0,2038.0
21.4,395.0,362.0,944.0,2038.0
21.5,395.0,362.0,944.0,2038.0
21.6,398.0,362.0,944.0,2038.0
21.7,398.0,362.0,944.0,2038.0
21.8,398.0,362.0,944.0,2038.0
21.9,398.0,362.0,944.0,2038.0
22.0,398.0,362.0,944.0,2038.0
22.1,398.0,362.0,944.0,2038.0
22.2,398.0,362.0,944.0,2038.0
22.3,398.0,367.0,965.0,2038.0
22.4,398.0,367.0,965.0,2038.0
22.5,398.0,367.0,965.0,2038.0
22.6,398.0,367.0,965.0,2163.0
22.7,398.0,367.0,965.0,2163.0
22.8,398.0,367.0,965.0,2163.0
22.9,398.0,367.0,965.0,2163.0
23.0,398.0,367.0,965.0,2163.0
23.1,422.0,367.0,965.0,2163.0
23.2,422.0,367.0,965.0,2163.0
23.3,422.0,367.0,965.0,2163.0
23.4,422.0,367.0,965.0,2163.0
23.5,422.0,367.0,965.0,2163.0
23.6,422.0,367.0,965.0,2163.0
23.7,422.0,367.0,965.0,2163.0
23.8,422.0,367.0,965.0,2163.0
23.9,422.0,382.0,965.0,2163.0
24.0,422.0,382.0,965.0,2163.0
24.1,422.0,382.0,971.0,2163.0
24.2,422.0,382.0,971.0,2282.0
24.3,422.0,382.0,971.0,2282.0
24.4,422.0,382.0,971.0,2282.0
24.5,422.0,382.0,971.0,2282.0
24.6,422.0,382.0,971.0,2282.0
24.7,478.0,382.0,971.0,2282.0
24.8,478.0,382.0,971.0,2282.0
24.9,478.0,382.0,971.0,2282.0
25.0,478.0,382.0,971.0,2282.0
25.1,478.0,382.0,971.0,2282.0
25.2,478.0,382.0,971.0,2282.0
25.3,478.0,382.0,971.0,2282.0
25.4,478.0,390.0,971.0,2282.0
25.5,478.0,390.0,971.0,2282.0
25.6,478.0,390.0,971.0,2282.0
25.7,478.0,390.0,971.0,2282.0
25.8,478.0,390.0,971.0,2282.0
25.9,478.0,390.0,971.0,2565.0
26.0,478.0,390.0,984.0,2565.0
26.1,478.0,390.0,984.0,2565.0
26.2,496.0,390.0,984.0,2565.0
26.3,496.0,390.0,984.0,2565.0
26.4,496.0,390.0,984.0,2565.0
26.5,496.0,390.0,984.0,2565.0
26.6,496.0,390.0,984.0,2565.0
26.7,496.0,390.0,984.0,2565.0
26.8,496.0,390.0,984.0,2565.0
26.9,496.0,390.0,984.0,2565.0
27.0,496.0,398.0,984.0,2565.0
27.1,496.0,398.0,984.0,2565.0
27.2,496.0,398.0,984.0,2565.0
27.3,496.0,398.0,984.0,2565.0
27.4,496.0,398.0,984.0,2565.0
27.5,496.0,398.0,984.0,2755.0
27.6,496.0,398.0,984.0,2755.0
27.7,526.0,398.0,984.0,2755.0
27.8,526.0,398.0,1010.0,2755.0
27.9,526.0,398.0,1010.0,2755.0
28.0,526.0,398.0,1010.0,2755.0
28.1,526.0,398.0,1010.0,2755.0
28.2,526.0,398.0,1010.0,2755.0
28.3,526.0,398.0,1010.0,2755.0
28.4,526.0,398.0,1010.0,2755.0
28.5,526.0,398.0,1010.0,2755.0
28.6,526.0,404.0,1010.0,2755.0
28.7,526.0,404.0,1010.0,2755.0
28.8,526.0,404.0,1010.0,2755.0
28.9,526.0,404.0,1010.0,2755.0
29.0,526.0,404.0,1010.0,2755.0
29.1,526.0,404.0,1010.0,3073.0
29.2,526.0,404.0,1010.0,3073.0
29.3,535.0,404.0,1010.0,3073.0
29.4,535.0,404.0,1010.0,3073.0
29.5,535.0,404.0,1010.0,3073.0
29.6,535.0,404.0,1010.0,3073.0
29.7,535.0,404.0,1030.0,3073.0
29.8,535.0,404.0,1030.0,3073.0
29.9,535.0,404.0,1030.0,3073.0
30.0,535.0,404.0,1030.0,3073.0
30.1,535.0,404.0,1030.0,3073.0
30.2,535.0,429.0,1030.0,3073.0
30.3,535.0,429.0,1030.0,3073.0
30.4,535.0,429.0,1030.0,3073.0
30.5,535.0,429.0,1030.0,3073.0
30.6,535.0,429.0,1030.0,3073.0
30.7,535.0,429.0,1030.0,3637.0
30.8,549.0,429.0,1030.0,3637.0
30.9,549.0,429.0,1030.0,3637.0
31.0,549.0,429.0,1030.0,3637.0
31.1,549.0,429.0,1030.0,3637.0
31.2,549.0,429.0,1030.0,3637.0
31.3,549.0,429.0,1030.0,3637.0
31.4,549.0,429.0,1030.0,3637.0
31.5,549.0,429.0,1056.0,3637.0
31.6,549.0,429.0,1056.0,3637.0
31.7,549.0,429.0,1056.0,3637.0
31.8,549.0,431.0,1056.0,3637.0
31.9,549.0,431.0,1056.0,3637.0
32.0,549.0,431.0,1056.0,3637.0
32.1,549.0,431.0,1056.0,3637.0
32.2,549.0,431.0,1056.0,3637.0
32.3,549.0,431.0,1056.0,3753.0
32.4,554.0,431.0,1056.0,3753.0
32.5,554.0,431.0,1056.0,3753.0
32.6,554.0,431.0,1056.0,3753.0
32.7,554.0,431.0,1056.0,3753.0
32.8,554.0,431.0,1056.0,3753.0
32.9,554.0,431.0,1056.0,3753.0
33.0,554.0,431.0,1056.0,3753.0
33.1,554.0,431.0,1056.0,3753.0
33.2,554.0,431.0,1056.0,3753.0
33.3,554.0,431.0,1056.0,3753.0
33.4,554.0,458.0,1060.0,3753.0
33.5,554.0,458.0,1060.0,3753.0
33.6,554.0,458.0,1060.0,3753.0
33.7,554.0,458.0,1060.0,3753.0
33.8,554.0,458.0,1060.0,3753.0
33.9,573.0,458.0,1060.0,3819.0
34.0,573.0,458.0,1060.0,3819.0
34.1,573.0,458.0,1060.0,3819.0
34.2,573.0,458.0,1060.0,3819.0
34.3,573.0,458.0,1060.0,3819.0
34.4,573.0,458.0,1060.0,3819.0
34.5,573.0,458.0,1060.0,3819.0
34.6,573.0,458.0,1060.0,3819.0
34.7,573.0,458.0,1060.0,3819.0
34.8,573.0,458.0,1060.0,3819.0
34.9,573.0,458.0,1060.0,3819.0
35.0,573.0,458.0,1060.0,3819.0
35.1,573.0,458.0,1060.0,3819.0
35.2,573.0,458.0,1114.0,3819.0
35.3,573.0,458.0,1114.0,3819.0
35.4,573.0,458.0,1114.0,3819.0
35.5,573.0,458.0,1114.0,3863.0
35.6,573.0,458.0,1114.0,3863.0
35.7,573.0,458.0,1114.0,3863.0
35.8,573.0,458.0,1114.0,3863.0
35.9,573.0,458.0,1114.0,3863.0
36.0,573.0,458.0,1114.0,3863.0
36.1,573.0,458.0,1114.0,3863.0
36.2,573.0,458.0,1114.0,3863.0
36.3,573.0,458.0,1114.0,3863.0
36.4,573.0,458.0,1114.0,3863.0
36.5,573.0,458.0,1114.0,3863.0
36.6,573.0,466.0,1114.0,3863.0
36.7,573.0,466.0,1114.0,3863.0
36.8,573.0,466.0,1114.0,3863.0
36.9,573.0,466.0,1114.0,3863.0
37.0,589.0,466.0,1114.0,3863.0
37.1,589.0,466.0,1139.0,3918.0
37.2,589.0,466.0,1139.0,3918.0
37.3,589.0,466.0,1139.0,3918.0
37.4,589.0,466.0,1139.0,3918.0
37.5,589.0,466.0,1139.0,3918.0
37.6,589.0,466.0,1139.0,3918.0
37.7,589.0,466.0,1139.0,3918.0
37.8,589.0,466.0,1139.0,3918.0
37.9,589.0,466.0,1139.0,3918.0
38.0,589.0,466.0,1139.0,3918.0
38.1,589.0,483.0,1139.0,3918.0
38.2,589.0,483.0,1139.0,3918.0
38.3,589.0,483.0,1139.0,3918.0
38.4,589.0,483.0,1139.0,3918.0
38.5,603.0,483.0,1139.0,3918.0
38.6,603.0,483.0,1139.0,3918.0
38.7,603.0,483.0,1139.0,3918.0
38.8,603.0,483.0,1139.0,3957.0
38.9,603.0,483.0,1164.0,3957.0
39.0,603.0,483.0,1164.0,3957.0
39.1,603.0,483.0,1164.0,3957.0
39.2,603.0,483.0,1164.0,3957.0
39.3,603.0,483.0,1164.0,3957.0
39.4,603.0,483.0,1164.0,3957.0
39.5,603.0,483.0,1164.0,3957.0
39.6,603.0,483.0,1164.0,3957.0
39.7,603.0,489.0,1164.0,3957.0
39.8,603.0,489.0,1164.0,3957.0
39.9,603.0,489.0,1164.0,3957.0
40.0,603.0,489.0,1164.0,3957.0
40.1,604.0,489.0,1164.0,3957.0
40.2,604.0,489.0,1164.0,3957.0
40.3,604.0,489.0,1164.0,3957.0
40.4,604.0,489.0,1164.0,4172.0
40.5,604.0,489.0,1164.0,4172.0
40.6,604.0,489.0,1164.0,4172.0
40.7,604.0,489.0,1164.0,4172.0
40.8,604.0,489.0,1192.0,4172.0
40.9,604.0,489.0,1192.0,4172.0
41.0,604.0,489.0,1192.0,4172.0
41.1,604.0,489.0,1192.0,4172.0
41.2,604.0,489.0,1192.0,4172.0
41.3,604.0,503.0,1192.0,4172.0
41.4,604.0,503.0,1192.0,4172.0
41.5,604.0,503.0,1192.0,4172.0
41.6,613.0,503.0,1192.0,4172.0
41.7,613.0,503.0,1192.0,4172.0
41.8,613.0,503.0,1192.0,4172.0
41.9,613.0,503.0,1192.0,4172.0
42.0,613.0,503.0,1192.0,4179.0
42.1,613.0,503.0,1192.0,4179.0
42.2,613.0,503.0,1192.0,4179.0
42.3,613.0,503.0,1192.0,4179.0
42.4,613.0,503.0,1192.0,4179.0
42.5,613.0,503.0,1192.0,4179.0
42.6,613.0,503.0,1246.0,4179.0
42.7,613.0,503.0,1246.0,4179.0
42.8,613.0,503.0,1246.0,4179.0
42.9,613.0,507.0,1246.0,4179.0
43.0,613.0,507.0,1246.0,4179.0
43.1,630.0,507.0,1246.0,4179.0
43.2,630.0,507.0,1246.0,4179.0
43.3,630.0,507.0,1246.0,4179.0
43.4,630.0,507.0,1246.0,4179.0
43.5,630.0,507.0,1246.0,4179.0
43.6,630.0,507.0,1246.0,4481.0
43.7,630.0,507.0,1246.0,4481.0
43.8,630.0,507.0,1246.0,4481.0
43.9,630.0,507.0,1246.0,4481.0
44.0,630.0,507.0,1246.0,4481.0
44.1,630.0,507.0,1246.0,4481.0
44.2,630.0,507.0,1246.0,4481.0
44.3,630.0,507.0,1246.0,4481.0
44.4,630.0,507.0,1246.0,4481.0
44.5,630.0,514.0,1276.0,4481.0
44.6,630.0,514.0,1276.0,4481.0
44.7,664.0,514.0,1276.0,4481.0
44.8,664.0,514.0,1276.0,4481.0
44.9,664.0,514.0,1276.0,4481.0
45.0,664.0,514.0,1276.0,4481.0
45.1,664.0,514.0,1276.0,4481.0
45.2,664.0,514.0,1276.0,4525.0
45.3,664.0,514.0,1276.0,4525.0
45.4,664.0,514.0,1276.0,4525.0
45.5,664.0,514.0,1276.0,4525.0
45.6,664.0,514.0,1276.0,4525.0
45.7,664.0,514.0,1276.0,4525.0
45.8,664.0,514.0,1276.0,4525.0
45.9,664.0,514.0,1276.0,4525.0
46.0,664.0,514.0,1276.0,4525.0
46.1,664.0,534.0,1276.0,4525.0
46.2,714.0,534.0,1276.0,4525.0
46.3,714.0,534.0,1281.0,4525.0
46.4,714.0,534.0,1281.0,4525.0
46.5,714.0,534.0,1281.0,4525.0
46.6,714.0,534.0,1281.0,4525.0
46.7,714.0,534.0,1281.0,4525.0
46.8,714.0,534.0,1281.0,4570.0
46.9,714.0,534.0,1281.0,4570.0
47.0,714.0,534.0,1281.0,4570.0
47.1,714.0,534.0,1281.0,4570.0
47.2,714.0,534.0,1281.0,4570.0
47.3,714.0,534.0,1281.0,4570.0
47.4,714.0,534.0,1281.0,4570.0
47.5,714.0,534.0,1281.0,4570.0
47.6,714.0,534.0,1281.0,4570.0
47.7,722.0,545.0,1281.0,4570.0
47.8,722.0,545.0,1281.0,4570.0
47.9,722.0,545.0,1281.0,4570.0
48.0,722.0,545.0,1281.0,4570.0
48.1,722.0,545.0,1281.0,4570.0
48.2,722.0,545.0,1297.0,4570.0
48.3,722.0,545.0,1297.0,4570.0
48.4,722.0,545.0,1297.0,4692.0
48.5,722.0,545.0,1297.0,4692.0
48.6,722.0,545.0,1297.0,4692.0
48.7,722.0,545.0,1297.0,4692.0
48.8,722.0,545.0,1297.0,4692.0
48.9,722.0,545.0,1297.0,4692.0
49.0,722.0,545.0,1297.0,4692.0
49.1,722.0,545.0,1297.0,4692.0
49.2,722.0,545.0,1297.0,4692.0
49.3,749.0,548.0,1297.0,4692.0
49.4,749.0,548.0,1297.0,4692.0
49.5,749.0,548.0,1297.0,4692.0
49.6,749.0,548.0,1297.0,4692.0
49.7,749.0,548.0,1297.0,4692.0
49.8,749.0,548.0,1297.0,4692.0
49.9,749.0,548.0,1297.0,4692.0
50.0,749.0,548.0,1297.0,4692.0
50.1,749.0,548.0,1373.0,4790.0
50.2,749.0,548.0,1373.0,4790.0
50.3,749.0,548.0,1373.0,4790.0
50.4,749.0,548.0,1373.0,4790.0
50.5,749.0,548.0,1373.0,4790.0
50.6,749.0,548.0,1373.0,4790.0
50.7,749.0,548.0,1373.0,4790.0
50.8,764.0,555.0,1373.0,4790.0
50.9,764.0,555.0,1373.0,4790.0
51.0,764.0,555.0,1373.0,4790.0
51.1,764.0,555.0,1373.0,4790.0
51.2,764.0,555.0,1373.0,4790.0
51.3,764.0,555.0,1373.0,4790.0
51.4,764.0,555.0,1373.0,4790.0
51.5,764.0,555.0,1373.0,4790.0
51.6,764.0,555.0,1373.0,4790.0
51.7,764.0,555.0,1373.0,5361.0
51.8,764.0,555.0,1373.0,5361.0
51.9,764.0,555.0,1374.0,5361.0
52.0,764.0,555.0,1374.0,5361.0
52.1,764.0,555.0,1374.0,5361.0
52.2,764.0,555.0,1374.0,5361.0
52.3,764.0,555.0,1374.0,5361.0
52.4,798.0,627.0,1374.0,5361.0
52.5,798.0,627.0,1374.0,5361.0
52.6,798.0,627.0,1374.0,5361.0
52.7,798.0,627.0,1374.0,5361.0
52.8,798.0,627.0,1374.0,5361.0
52.9,798.0,627.0,1374.0,5361.0
53.0,798.0,627.0,1374.0,5361.0
53.1,798.0,627.0,1374.0,5361.0
53.2,798.0,627.0,1374.0,5361.0
53.3,798.0,627.0,1374.0,5383.0
53.4,798.0,627.0,1374.0,5383.0
53.5,798.0,627.0,1374.0,5383.0
53.6,798.0,627.0,1374.0,5383.0
53.7,798.0,627.0,1374.0,5383.0
53.8,798.0,627.0,1408.0,5383.0
53.9,815.0,627.0,1408.0,5383.0
54.0,815.0,647.0,1408.0,5383.0
54.1,815.0,647.0,1408.0,5383.0
54.2,815.0,647.0,1408.0,5383.0
54.3,815.0,647.0,1408.0,5383.0
54.4,815.0,647.0,1408.0,5383.0
54.5,815.0,647.0,1408.0,5383.0
54.6,815.0,647.0,1408.0,5383.0
54.7,815.0,647.0,1408.0,5383.0
54.8,815.0,647.0,1408.0,5383.0
54.9,815.0,647.0,1408.0,5570.0
55.0,815.0,647.0,1408.0,5570.0
55.1,815.0,647.0,1408.0,5570.0
55.2,815.0,647.0,1408.0,5570.0
55.3,815.0,647.0,1408.0,5570.0
55.4,822.0,647.0,1408.0,5570.0
55.5,822.0,647.0,1408.0,5570.0
55.6,822.0,651.0,1423.0,5570.0
55.7,822.0,651.0,1423.0,5570.0
55.8,822.0,651.0,1423.0,5570.0
55.9,822.0,651.0,1423.0,5570.0
56.0,822.0,651.0,1423.0,5570.0
56.1,822.0,651.0,1423.0,5570.0
56.2,822.0,651.0,1423.0,5570.0
56.3,822.0,651.0,1423.0,5570.0
56.4,822.0,651.0,1423.0,5570.0
56.5,822.0,651.0,1423.0,5675.0
56.6,822.0,651.0,1423.0,5675.0
56.7,822.0,651.0,1423.0,5675.0
56.8,822.0,651.0,1423.0,5675.0
56.9,822.0,651.0,1423.0,5675.0
57.0,842.0,651.0,1423.0,5675.0
57.1,842.0,651.0,1423.0,5675.0
57.2,842.0,651.0,1423.0,5675.0
57.3,842.0,651.0,1423.0,5675.0
57.4,842.0,651.0,1423.0,5675.0
57.5,842.0,651.0,1430.0,5675.0
57.6,842.0,651.0,1430.0,5675.0
57.7,842.0,651.0,1430.0,5675.0
57.8,842.0,651.0,1430.0,5675.0
57.9,842.0,651.0,1430.0,5675.0
58.0,842.0,651.0,1430.0,5675.0
58.1,842.0,651.0,1430.0,5758.0
58.2,842.0,651.0,1430.0,5758.0
58.3,842.0,651.0,1430.0,5758.0
58.4,842.0,651.0,1430.0,5758.0
58.5,843.0,651.0,1430.0,5758.0
58.6,843.0,651.0,1430.0,5758.0
58.7,843.0,651.0,1430.0,5758.0
58.8,843.0,668.0,1430.0,5758.0
58.9,843.0,668.0,1430.0,5758.0
59.0,843.0,668.0,1430.0,5758.0
59.1,843.0,668.0,1430.0,5758.0
59.2,843.0,668.0,1430.0,5758.0
59.3,843.0,668.0,1436.0,5758.0
59.4,843.0,668.0,1436.0,5758.0
59.5,843.0,668.0,1436.0,5758.0
59.6,843.0,668.0,1436.0,5758.0
59.7,843.0,668.0,1436.0,5825.0
59.8,843.0,668.0,1436.0,5825.0
59.9,843.0,668.0,1436.0,5825.0
60.0,843.0,668.0,1436.0,5825.0
60.1,871.0,668.0,1436.0,5825.0
60.2,871.0,668.0,1436.0,5825.0
60.3,871.0,668.0,1436.0,5825.0
60.4,871.0,688.0,1436.0,5825.0
60.5,871.0,688.0,1436.0,5825.0
60.6,871.0,688.0,1436.0,5825.0
60.7,871.0,688.0,1436.0,5825.0
60.8,871.0,688.0,1436.0,5825.0
60.9,871.0,688.0,1436.0,5825.0
61.0,871.0,688.0,1436.0,5825.0
61.1,871.0,688.0,1436.0,5825.0
61.2,871.0,688.0,1441.0,5825.0
61.3,871.0,688.0,1441.0,5837.0
61.4,871.0,688.0,1441.0,5837.0
61.5,871.0,688.0,1441.0,5837.0
61.6,886.0,688.0,1441.0,5837.0
61.7,886.0,688.0,1441.0,5837.0
61.8,886.0,688.0,1441.0,5837.0
61.9,886.0,688.0,1441.0,5837.0
62.0,886.0,699.0,1441.0,5837.0
62.1,886.0,699.0,1441.0,5837.0
62.2,886.0,699.0,1441.0,5837.0
62.3,886.0,699.0,1441.0,5837.0
62.4,886.0,699.0,1441.0,5837.0
62.5,886.0,699.0,1441.0,5837.0
62.6,886.0,699.0,1441.0,5837.0
62.7,886.0,699.0,1441.0,5837.0
62.8,886.0,699.0,1441.0,5837.0
62.9,886.0,699.0,1441.0,5837.0
63.0,886.0,699.0,1474.0,5899.0
63.1,899.0,699.0,1474.0,5899.0
63.2,899.0,699.0,1474.0,5899.0
63.3,899.0,699.0,1474.0,5899.0
63.4,899.0,699.0,1474.0,5899.0
63.5,899.0,700.0,1474.0,5899.0
63.6,899.0,700.0,1474.0,5899.0
63.7,899.0,700.0,1474.0,5899.0
63.8,899.0,700.0,1474.0,5899.0
63.9,899.0,700.0,1474.0,5899.0
64.0,899.0,700.0,1474.0,5899.0
64.1,899.0,700.0,1474.0,5899.0
64.2,899.0,700.0,1474.0,5899.0
64.3,899.0,700.0,1474.0,5899.0
64.4,899.0,700.0,1474.0,5899.0
64.5,899.0,700.0,1474.0,5899.0
64.6,899.0,700.0,1474.0,5908.0
64.7,904.0,700.0,1474.0,5908.0
64.8,904.0,700.0,1474.0,5908.0
64.9,904.0,700.0,1479.0,5908.0
65.0,904.0,700.0,1479.0,5908.0
65.1,904.0,705.0,1479.0,5908.0
